4.183316584114492798e+03 1.811880959929963865e+03
3.977721814823742534e+03 6.639960333638435941e+02
5.372677897936282534e+02 1.748678013208568700e+02
2.301130973045648716e+03 1.974055946595169416e+03
1.484010726560874673e+03 1.442359543870538346e+03
1.474852265515285353e+03 1.158124784846096190e+03
1.406861966638045715e+03 1.560404151161094433e+03
1.272974267814253153e+03 1.212399691470755215e+03
1.436372320777379628e+03 4.109563855303506443e+02
3.614304433102332723e+02 1.222841770289377109e+03
2.380295698609392275e+03 1.909995471104859462e+03
1.423434111366716934e+03 1.086648803231045349e+03
3.730354643706864408e+03 1.327183755110383345e+03
9.578340844078708187e+02 2.066558238738959119e+02
9.047498885174044290e+02 3.864467017279199013e+01
1.493404612582518894e+03 2.127875949821489030e+02
8.894011229370022420e+02 2.276447101883430548e+02
4.359035242777668486e+02 1.646019221223839850e+03
4.221943329942972923e+03 6.116248600594391291e+02
9.526429622985751848e+02 1.471664004700594148e+02
2.427577102087046114e+03 1.844737453190204860e+03
1.099409763489838952e+03 1.487873563508922871e+03
6.225862989475182303e+02 8.631018535672947110e+02
3.802533561735795956e+03 1.890976466747335508e+03
3.016433659806300511e+03 1.310420852207554844e+03
6.483682127320111022e+02 1.688172852519266144e+03
2.317664543494450754e+03 1.844411348297920540e+03
5.968612782937481143e+02 4.338210111524697368e+02
1.771363001341141626e+03 1.814370783961206826e+03
1.213239766015664827e+03 1.122642240551236910e+03
7.877684844063591072e+02 7.125407926182013796e+01
2.146510632913491008e+03 1.733297815870456589e+03
1.315724947628241921e+02 1.345654131687247627e+03
9.730378229919572277e+02 4.219323991394454652e+02
1.035896346549168356e+03 1.010158156770636879e+03
2.929677065580281578e+03 1.301116298878302047e-03
1.851360252856549096e+03 1.173870774591014424e+03
1.269348039238022466e+03 1.290588498854015597e+03
2.622748406720302228e+03 1.522592957600839327e+03
4.195302547148211488e+03 1.881620608651679731e+03
3.311367090063800788e+03 1.883562216677641345e+03
2.121941640548404393e+03 1.802152365267709911e+03
3.735546362756942472e+03 1.785943647235874096e+03
2.896663655221499539e+03 1.425811260347677035e+03
2.361555099781121498e+03 1.774564129291556583e+03
2.358666333400921303e+03 1.984638284373032320e+03
2.229144615625331880e+03 1.934201866405718647e+03
1.363809998111063123e+03 1.903318825448616735e+03
2.105283031581144769e+03 1.686945111141427788e+03
3.141123327484540823e+03 1.533076223191294048e+03
2.274515961226551553e+03 1.901387633370481126e+03
1.907243981472768382e+03 1.293055130698535095e+03
1.875919747819973736e+03 1.582678219291606183e+03
6.502938121799187456e+02 3.383900857917076337e+02
2.723717499762913576e+03 1.595299367721512681e+03
1.450181394354795430e+03 1.061048411644776024e+03
1.422882054250099372e+03 1.424882877180301421e+03
1.372741482449233899e+03 1.294833739998331794e+03
1.200840324083674204e+03 1.422034580683524155e+03
6.447976058650451705e+02 1.060737510193379620e+02
2.316823988897309846e+03 1.821355095202612574e+03
3.626710489850127033e+03 2.731660561011409882e+01
7.418666541219389501e+02 3.664700541032314050e+02
1.060414238879629238e+03 1.315778515261216057e+02
4.736928250103219398e+03 1.419550576165846223e+03
9.355954364790346744e+02 4.494179380242453021e+02
4.489559474606729964e+03 1.624017849048630296e+03
2.251435864974876495e+03 1.781704721087185817e+03
1.898680701699438714e+03 1.970889974099166920e+03
1.222102803811548483e+03 1.018160573671229486e+03
4.004780771056559274e+02 1.487313941036429242e+03
9.590181118655624459e+02 1.169718662284929849e+02
6.075977512200778392e+02 1.803409218771782207e+03
2.526126884533793600e+03 1.798681174887843781e+03
2.061440687899405020e+03 1.939502758013045195e+03
4.003169684606198189e+03 4.327206778609192952e+02
2.065906302566478644e+03 1.526986388772479813e+03
7.180452650231063672e+02 1.694107984370392160e+03
1.840094302217887389e+03 1.265613086243301723e+03
1.001446102594457784e+03 1.469834746942953871e+03
1.322773600430420174e+03 1.079191909022623577e+03
1.004671572948254038e+03 1.748411046289843171e+03
2.794967438221893644e+03 1.653262344752105719e+03
2.214497170644831101e+02 1.273053338865985097e+03
8.708012599722940195e+02 4.433485854533826682e+02
2.573116117939059222e+03 1.669891891648333740e+03
8.038245559715385298e+02 1.584838681549150351e+03
3.810133196611166113e+03 1.600512572110752672e+03
4.413359712475722517e+03 1.778833974159107356e+03
4.084070173914657516e+03 1.709902274433445882e+03
1.867406608046704378e+03 1.908263887630653244e+03
2.329372430482585969e+03 1.751813327366402518e+03
1.168226007527240426e+03 3.173478133620309904e+02
3.112255421313092938e+03 1.314379329958831931e+03
1.097188241128437767e+03 1.259019431222990306e+03
5.769679105394833414e+02 7.652442545842227446e+02
8.830420975190700119e+02 1.611941390514678233e+03
3.320396876738462652e+03 1.720594167121195426e+02
3.056473895145927145e+03 1.594068321690998573e+03
2.970669064380308100e+03 1.395448813863833379e+02
5.970293222224790952e+02 1.782318246541851295e+03
