4.188010260661470056e+03 1.813934388798374812e+03
3.974836195194843640e+03 6.644925769466719885e+02
5.329289251320752783e+02 1.723706415854021543e+02
2.296167646397585486e+03 1.972634457163014076e+03
1.483826808398295270e+03 1.445730568109424439e+03
1.477621604020780296e+03 1.157286671082138582e+03
1.409606717801619652e+03 1.563781339573492005e+03
1.273220422467864182e+03 1.216979244218367285e+03
1.436131819047750014e+03 4.155944195342028138e+02
3.637125887031536990e+02 1.220531794770935448e+03
2.382640926692491121e+03 1.912340098001894603e+03
1.426339360079771268e+03 1.091265205045930998e+03
3.727451227272770666e+03 1.331083077674885089e+03
9.608810424172701232e+02 2.068365461111305592e+02
9.032648525885343815e+02 4.323811232635083002e+01
1.497620999374716575e+03 2.131060854262956070e+02
8.866899467911954389e+02 2.299603753356875870e+02
4.402425592590001884e+02 1.644440692169212070e+03
4.218373009903173624e+03 6.115921742334069222e+02
9.541445326032842331e+02 1.514878845525279871e+02
2.424157087828052681e+03 1.840212443832644112e+03
1.096004990318598402e+03 1.483822025647627925e+03
6.272310346772588900e+02 8.605708348669061252e+02
3.800453177978449730e+03 1.894081953720478168e+03
3.015900282556536240e+03 1.312276987048135197e+03
6.522335976431044173e+02 1.690293625465196783e+03
2.321466199455198876e+03 1.843425638608332520e+03
5.951861490462513302e+02 4.332169816864940231e+02
1.770211084382784520e+03 1.817871652448824534e+03
1.216417691757656939e+03 1.117681605845534023e+03
7.840072922360843677e+02 7.185047253730353134e+01
2.143767402948711606e+03 1.731696362870305620e+03
1.273477781352199116e+02 1.342837801586809064e+03
9.733983316893015854e+02 4.220386894839509182e+02
1.034242830634465463e+03 1.008862822656018238e+03
2.931258450824837382e+03 3.750902245255927081e+00
1.846400485601235459e+03 1.177108959495333011e+03
1.273784339556332725e+03 1.291022405596620501e+03
2.624401205484134152e+03 1.518708743636103691e+03
4.196094569596241854e+03 1.880223111199280538e+03
3.310134476448364239e+03 1.884686268140412039e+03
2.122123445109981276e+03 1.799701493044232393e+03
3.732014671068501684e+03 1.787218939864557115e+03
2.899529247992410092e+03 1.421358717275852086e+03
2.363242060805801430e+03 1.773092481609881133e+03
2.356743556785802866e+03 1.986908835792453146e+03
2.227239701936097845e+03 1.933166333147019486e+03
1.366578293799694166e+03 1.901168645526609907e+03
2.102373111896738465e+03 1.683157055376892458e+03
3.144832521264639581e+03 1.528699444989122867e+03
2.269748457441711707e+03 1.899753477968316702e+03
1.906797789189685773e+03 1.297736563172256183e+03
1.880025236089502869e+03 1.580525619492314036e+03
6.492379634826123720e+02 3.353984869314156754e+02
2.720937024283937262e+03 1.600033276501005048e+03
1.454056142036418350e+03 1.065744862299736269e+03
1.421569429008358838e+03 1.421418076493339640e+03
1.374557625818499901e+03 1.297265153396429014e+03
1.204878578824645956e+03 1.419050200411627429e+03
6.407749539212213676e+02 1.015187892314876024e+02
2.312922673202253463e+03 1.822994519517274512e+03
3.623699184446583331e+03 2.257667262380674700e+01
7.391137548375638744e+02 3.656145546986126078e+02
1.056432330691706966e+03 1.300789174563911104e+02
4.741624708748238845e+03 1.420199225977257811e+03
9.315356802029741630e+02 4.530091857058289975e+02
4.493159403588796522e+03 1.621851878523311825e+03
2.256120320706312668e+03 1.786322619230582632e+03
1.899736427107562122e+03 1.971794953952715332e+03
1.223869799156653471e+03 1.016305976580275228e+03
3.971317630675032433e+02 1.483564708336482681e+03
9.606457329414711239e+02 1.147567011334712532e+02
6.123679581232433975e+02 1.801609628281112691e+03
2.527423556648783688e+03 1.799653280118545808e+03
2.065892268914572924e+03 1.937718874060090002e+03
4.000135025496264916e+03 4.335522643841906074e+02
2.067767000881065542e+03 1.528955554070154449e+03
7.153047821647679712e+02 1.697478624505108655e+03
1.837142237459706394e+03 1.266408570133437934e+03
1.004224459652272685e+03 1.466664528853915044e+03
1.319031072595373416e+03 1.083800988528819971e+03
1.009522205223859146e+03 1.746020210488622070e+03
2.791663450888401712e+03 1.656315490312169231e+03
2.249713010459379348e+02 1.276717912794196764e+03
8.714878094825492099e+02 4.400903203193503828e+02
2.577634435960458632e+03 1.671108748372871560e+03
8.005607389877633295e+02 1.588168048840533174e+03
3.810057906131784421e+03 1.596185527280840688e+03
4.409743839790954553e+03 1.781147106620432623e+03
4.080433411498278929e+03 1.710115137326232571e+03
1.864206932712296748e+03 1.910659414800394416e+03
2.333006978740152135e+03 1.747572470055333724e+03
1.168211984186766131e+03 3.186788042654755486e+02
3.109742121118038995e+03 1.317774717027537918e+03
1.099687301385956516e+03 1.256661238995699705e+03
5.810122760957904120e+02 7.630103481518867738e+02
8.849219762744453419e+02 1.613125908609872113e+03
3.321581605122478322e+03 1.696230116805323007e+02
3.057167582188698816e+03 1.593743220814378901e+03
2.967701424570534982e+03 1.444403882250836375e+02
5.957413960556698385e+02 1.782922342263249448e+03
1.397459537782028747e+03 1.090150893330544250e+03
