2.820000000000000000e+02 6.990000000000000000e+02 4.240000000000000000e+02 4.630000000000000000e+02
1.393000000000000000e+03 7.290000000000000000e+02 2.497000000000000000e+03 2.990000000000000000e+02
8.300000000000000000e+01 1.100000000000000000e+01 8.700000000000000000e+01 4.190000000000000000e+02
7.600000000000000000e+02 9.000000000000000000e+01 2.248000000000000000e+03 1.010000000000000000e+02
0.000000000000000000e+00 9.120000000000000000e+02 5.350000000000000000e+02 5.830000000000000000e+02
5.710000000000000000e+02 2.110000000000000000e+02 1.230000000000000000e+02 4.660000000000000000e+02
8.890000000000000000e+02 1.318000000000000000e+03 1.960000000000000000e+02 6.900000000000000000e+02
1.307000000000000000e+03 5.600000000000000000e+01 4.950000000000000000e+02 5.700000000000000000e+01
3.080000000000000000e+02 1.808000000000000000e+03 6.270000000000000000e+02 8.550000000000000000e+02
6.720000000000000000e+02 1.448000000000000000e+03 4.100000000000000000e+02 1.438000000000000000e+03
