5.030000000000000000e+02 5.680000000000000000e+02 3.260000000000000000e+02 3.070000000000000000e+02
5.820000000000000000e+02 1.310000000000000000e+03 6.800000000000000000e+01 2.760000000000000000e+02
0.000000000000000000e+00 2.520000000000000000e+02 7.770000000000000000e+02 1.143000000000000000e+03
6.066000000000000000e+03 3.080000000000000000e+02 1.258000000000000000e+03 2.398000000000000000e+03
0.000000000000000000e+00 1.270000000000000000e+02 4.470000000000000000e+02 5.530000000000000000e+02
3.610000000000000000e+02 7.500000000000000000e+01 9.310000000000000000e+02 2.850000000000000000e+02
1.079000000000000000e+03 5.200000000000000000e+01 3.054000000000000000e+03 2.048000000000000000e+03
2.520000000000000000e+02 2.430000000000000000e+02 0.000000000000000000e+00 6.270000000000000000e+02
3.120000000000000000e+02 2.417000000000000000e+03 7.013000000000000000e+03 1.515000000000000000e+03
2.708000000000000000e+03 6.970000000000000000e+02 1.574000000000000000e+03 1.798000000000000000e+03
